Delta-AY.119,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0.5059252,0.8617916,0.9669096,0.6930348,0.7259451,0.7376375,0.7192733,0.9021292,0.8327991,0.6401784,0.6023611
0.5112432,0.8874344,0.9662276,0.6966549,0.7473178,0.7389065,0.7270388,0.9102772,0.8054892,0.66511,0.6011954
0.5147067,0.8883903,0.9505675,0.6990282,0.7588184,0.786672,0.7459614,0.9297925,0.7998202,0.6948884,0.612007
0.5078127,0.902092,0.9420639,0.7246567,0.7801038,0.7993105,0.7443277,0.9280629,0.7895909,0.7286795,0.6445
0.4977781,0.9011617,0.9371246,0.7359045,0.7947431,0.8141141,0.7428275,0.9568884,0.7857621,0.7518688,0.6746622
0.4969127,0.9201116,0.9345037,0.7339531,0.7871669,0.8216462,0.7167159,0.9537799,0.7906607,0.7811247,0.66228
0.4875044,0.9199954,0.9282236,0.7378079,0.7875781,0.8184857,0.7142975,0.9358082,0.8114809,0.7793892,0.6639091
0.4754122,0.9118339,0.9264615,0.732138,0.7812698,0.8213063,0.7169025,0.9371991,0.8265523,0.7901627,0.6608163
0.4809401,0.9169371,0.9348255,0.7357762,0.7792916,0.8121862,0.7197793,0.9412385,0.8449679,0.7815467,0.6602742
0.4807137,0.8966356,0.9433393,0.7344363,0.7930699,0.8082659,0.71818,0.9588068,0.8326456,0.7745349,0.678612
0.480715,0.8884364,0.9620231,0.7431148,0.7694713,0.785565,0.7105443,0.9525722,0.8397776,0.7625796,0.6977928
0.4671471,0.8793986,0.9700857,0.7682548,0.7870677,0.7877746,0.6784017,0.9432319,0.841245,0.7275612,0.679497
0.4726854,0.9122748,0.9829419,0.7849026,0.7938988,0.7851526,0.6930087,0.9427097,0.8237103,0.7397325,0.6951989
0.4739865,0.9336329,0.9925478,0.8061945,0.7758456,0.7879571,0.7213239,0.9431632,0.8193294,0.7456565,0.7053223
0.4662925,0.9506254,0.9774083,0.8168299,0.7755301,0.787635,0.7439563,0.9566152,0.8257319,0.7456434,0.6933361
0.4636616,0.9436372,0.9731969,0.8268484,0.7868477,0.7775993,0.7570729,0.9754866,0.8065832,0.7597951,0.6923141
